date,speech_id,sppid,speaker,party,targetparty,outbloc,text,spitch,textsent,topic,emotionality,speech_procedure_ID,vote_scale_all,vote_binary_all,speakerbloc,targetbloc,dyad,rr_in,rr_out,rr_target,period,f0_avg,f0_mod,loudness_avg,partycolor,partyterm
2015-07-03,20142-3-2,Dan Jørgensen_S,Dan Jørgensen,S,S,0.0,"Tak for det. Hvis man læser regeringsgrundlaget, vil man se, at der på sidste side står – man skal helt frem til sidste side, men der står det så også – at regeringen ønsker et bredt samarbejde om gode og holdbare resultater, altså et bredt samarbejde. Det glæder mig, for historien har vist, at vi politikere skaber de bedste og de mest holdbare løsninger for danskerne, når vi samarbejder på tværs af politiske skel. Jeg tror, at danskerne ønsker et bredt samarbejde, og jeg tror, at de forventer det af os. I dag står det desværre klart, hvorfor det brede samarbejde først er nævnt på den allersidste side i regeringsgrundlaget. Før valget rakte vi, Socialdemokraterne, hånden ud til et bredt samarbejde på udlændingeområdet. I dag kommer så svaret i form af klassisk blokpolitik: Udlændingepolitikken i Danmark – må man forstå – skal ikke baseres på et bredt samarbejde, den skal føres med det snævrest mulige flertal og aftales bag lukkede døre i blå blok. Vi ønsker en anden tilgang. Vi mener, at der skal samarbejdes bredt i Folketinget om Danmarks udlændingepolitik; det vil skabe stabilitet og tryghed om lovgivningen. Vi vil gerne deltage i et bredt samarbejde, så alle partier, der har viljen, kan tage et medansvar for Danmarks udlændingepolitik – et bredt samarbejde, hvor vi også ser på tingene i en bredere sammenhæng. Der er to ting, som er vigtige for os: For det første skal vi kunne følge med, og for det andet skal du arbejde, hvis du kommer til Danmark. Lad mig sige lidt mere om de to prioriteter. Vi skal behandle flygtninge ordentligt og rimeligt, men vi skal også kunne følge med. Vi skal have en realistisk tilgang til de udfordringer, som et stort antal flygtninge medfører i Danmark. Det er grunden til, at vi har gennemført den første stramning af asylpolitikken i 12 år; og det er grunden til, at vi ønsker yderligere tiltag. Vi vil have en bedre sikring af Europas grænser, vi vil sende flere afviste asylansøgere hjem, vi vil sende flere kriminelle udlændinge til afsoning i deres hjemlande, og vi vil straffe udlændinge, der trodser et indrejseforbud i Danmark, hårdere. I Danmark stiller vi krav om, at man skal bidrage til samfundet – alle skal yde det, de kan. Derfor siger vi, at hvis du kommer til Danmark, skal du arbejde. Vi har foreslået krav, der betyder, at asylansøgere skal i job og lære dansk fra dag et. Hvis ikke de kommer i et ordinært arbejde, skal de bidrage på anden vis, f.eks. i et nyttejob. Vi er også klar til at stille nye krav til indvandrere på langvarig kontanthjælp. I dag er mere end hver anden ikkevestlig indvandrer i den arbejdsdygtige alder ikke i arbejde, alt for mange er på kontanthjælp i årtier, og det er slet ikke godt nok. Der er brug for en ny indsats. Socialdemokraterne er klar til at drøfte, hvordan vi med eksisterende og med nye krav, hvis nødvendigt, kan sikre, at langt flere indvandrere kommer i arbejde. Flygtninge skal bidrage til samfundet. Men vi skal også sikre, at børn ikke vokser op i fattigdom. Vi er bekymrede for, om den nye integrationsydelse nu også er god for integrationen. For det integrerer ikke folk, hvis de ikke har råd til basale fornødenheder, og det integrerer ikke folk, hvis deres børn ikke har råd til at gå til fodbold og ikke får danske kammerater. Jeg tror derfor ikke, at det kommer som en overraskelse for nogen, at vi ikke kan støtte lovforslaget. Vi havde som sagt gerne set en bred aftale om Danmarks udlændingepolitik; det tror jeg også danskerne havde. Jeg håber ikke, at regeringen skal være færdig med hele regeringsgrundlaget, før de når til den sidste side, hvor det med det brede samarbejde står. Tak.    ",1.4128297784777697,0.4250050597045131,Topic19,0.9629989252174306,L2_2014_15_01,1.0,0.0,Left,Left,S->S,0.0,0.0,0.0,20142,134.56261383448137,27.52088417242294,64.21680637887852,red,red-20142.0
2015-07-03,20142-3-20,Martin Henriksen_DF,Martin Henriksen,DF,,,"Det kan godt være, at Enhedslisten ikke bryder sig om, at jeg siger, at tilstrømningen til Danmark faldt i 00'erne, men det gjorde den jo rent faktisk. Det er det, der har betydning for Danmark, og det er det, vi arbejder hen imod igen. Så har jeg ikke noget imod at sige, at der er forskel, og at der bør være forskel på danske statsborgere og folk, der kommer udefra, og det her lovforslag gør forskel, og det har vi det helt fint med i Dansk Folkeparti.",0.669407520490847,0.5714285714285713,Topic19,1.1354142428489968,,,,Right,,,1.0,0.0,,20142,140.3631413945471,28.624056383334008,63.62512375765415,blue,blue-20142.0
2015-07-03,20142-3-200,Jesper Petersen_S,Jesper Petersen,S,,,"Tak for det. Med lovforslaget her ønsker regeringen med aftaleparter jo at genindføre boligjobordningen med tilbagevirkende kraft, så den gælder for hele 2015. Socialdemokraterne har tidligere været med til at forlænge og udvide boligjobordningen, fordi det var rigtigt at gøre i de år, hvor vi skulle trække Danmark ud af krisen. Nu har vi – med lidt forskellig styrke forskellige steder i landet, jovist – lagt krisen bag os. Et opsving er på vej. Beskæftigelsen stiger. Økonomien er i fremgang. Vi har hele tiden set boligjobordningen som et redskab, der hører en krisetid til. Vi mener ikke, det skal være sådan, at der mere eller mindre permanent skal være statsstøtte til håndværksarbejde i Danmark, så folk, der tjener godt, kan få støtte fra skatteydere, som måske ikke har råd til at udnytte ordningen selv. Det koster i omegnen af 1 mia. kr. årligt at genindføre boligjobordningen. Den har skabt relativt få arbejdspladser, og det er temmelig usikkert, hvor mange arbejdspladser den vil skabe fremadrettet. Det betyder også, at det på en god dag koster ca. 1 mio. skatteyderkroner pr. job, som ordningen skaber, hvis man altså læner sig op ad de jobtal, som Skatteministeriet og Finansministeriet bruger. Det var pengene værd, og det var rigtigt at gøre, mens vi havde behov for at fremrykke beskæftigelse, sætte gang i økonomien og holde hånden under beskæftigelsen, men bør ikke være en permanent ting. Skatteministerens parti har jo længe turneret rundt med et langt højere jobtal, som kommer fra Dansk Byggeri, og det kunne egentlig være interessant under behandlingen af forslaget her at få at vide, hvilke jobtal skatteministeren læner sig op ad i dag. Uanset hvad, er det få og ganske dyre job, ordningen skaber, og vi mener kort sagt, at de penge kan bruges meget klogere. Partierne bag aftalen ønsker at finansiere ordningen med udisponerede reserver på finansloven for 2015, og fremadrettet ønsker man også at finansiere ordningen over finansloven. Der er sådan et lille finansordførerkuriosum i, at de reserver, man så vil benytte sig af, faktisk ikke ville eksistere, hvis Venstres finanslovsforslag fra sidste år var blevet vedtaget. Det blev det så ikke, og det er jo godt, at vi på den måde har hjulpet med at efterlade nogle midler, man kan benytte sig af, når regeringsmagten skifter. Samtidig forstår jeg, at det i år vil få den konsekvens, at den af den tidligere regering planlagte jobbonus, hvor langtidsledige kontanthjælpsmodtagere, der kom i arbejde, altså ville få en ekstra bonus ved at komme i arbejde, ikke bliver til noget alligevel. Det kunne jeg godt tænke mig at få bekræftet under behandlingen. Fra Socialdemokraternes side har vi meget klart sagt, at vi ønsker at prioritere sygehuse, plejen af vores ældre, flere pædagoger og medhjælpere i vores børns daginstitutioner for at styrke det gode børneliv og andre forslag på velfærdsområdet med det råderum, vi under den tidligere regering har skabt i økonomien igennem de sidste fire år. Men det er jo et helt legitimt valg, at regeringen med støtte fra Dansk Folkeparti, Det Konservative Folkeparti, SF og Alternativet vælger at bruge pengene til en skattelettelse, der primært kommer boligejere til gavn. Her kan vi så godt undre os lidt over, hvorfor man, når man så beslutter sig for at disponere noget af råderummet til skattelettelser, så ikke letter skatten til gavn for lavtlønnede og dermed til gavn for alle brancher. I det hele taget kan man godt undre sig over den noget luftige finansiering, som aftaleparterne har givet hinanden hånden på. Fremadrettet overholder finansieringen af boligjobordningen næppe budgetlovens forsigtighedsprincip, som den tidligere regering arbejdede med. En uspecificeret finansiering over finansloven er mig bekendt kun i orden, hvis et flertal allerede nu binder sig til at skaffe finansiering ved at hæve andre skatter eller sænke de kommunale udgiftslofter, og det har parterne jo ikke givet hinanden håndslag på i det her tilfælde. Nuvel, ordningen har været populær, og det er vel også derfor, at aftaleparterne ønsker at genindføre den, for ude af krisen er det vel egentlig det eneste ærlige argument, der er for at genindføre ordningen. Det var rigtigt i en krisetid, men er det ikke nu, for ordningen har en meget lille eller ingen nævneværdig effekt på sort arbejde, har Rockwool Fonden fundet frem til. Det er en dyr måde at skabe job på, og den har ingen nævneværdig effekt på arbejdsudbuddet. Det er ikke noget, som jeg lige står og finder på, eller som vi selv har siddet og regnet os frem til. Det påpeger den evaluering, som Skatteministeriet selv har bedt konsulentfirmaet DAMVAD om at udføre, og som endda er nævnt i lovforslaget. Og også Rockwool Fonden dokumenterer nogle af de ting, jeg peger på i min tale her. Så det er simpelt hen med ministeriets egen dokumentation, at der er ganske få grunde til fortsat at skulle lave en boligjobordning; pengene kunne bruges langt bedre. Vi mener, at tiden er løbet fra ordningen, uagtet at den fremover selvfølgelig får en mere sympatisk grøn profil. Det er trods alt godt, at det skal ske i de kommende år. Netop nu skal vi glæde os over, at beskæftigelsen stiger i bygge- og anlægsbranchen helt uden boligjobordning. Omvendt skal vi tage det meget alvorligt, at det jo er sådan, at ordningen godt nok skaber lidt flere job, men ikke så mange, i danske håndværksvirksomheder, men jo mere vi nærmer os, at ordningen bliver egentlig permanent, vil den faktisk få beskæftigelsen i andre erhverv til at falde. Det vil især ramme mere konkurrenceudsatte erhverv, der er i konkurrence om at eksportere til andre lande, at de skal afgive beskæftigelse på en for økonomien kunstig måde til byggeriet. Så især industrien og andre produktionsarbejdspladser, der ligger i benhård international konkurrence, kan få sværere ved at få den arbejdskraft, de skal bruge. Til slut vil jeg sige, at særlig Venstre var mildest talt skeptiske over for den kickstart, vi indførte i vores regeringstid, men den virkede, og den var rigtig i kriseårene, ligesom boligjobordningen var rigtig i kriseårene. Men tiden kommer også til at standse den type af stimulering af økonomien, som bør være midlertidig, hvis man vil føre en ansvarlig økonomisk politik, og derfor kan vi ikke støtte lovforslaget.",0.9541022682080571,0.4463023088023088,Topic47,0.8729926897766375,,,,Left,,,0.0,0.0,,20142,142.56746488592586,29.291079293018715,62.69112200594095,red,red-20142.0
2015-07-03,20142-3-202,Dennis Flydtkjær_DF,Dennis Flydtkjær,DF,,,"Som nævnt af den foregående ordfører handler det her lovforslag om, at man vil videreføre boligjobordningen, som mere populært er kendt som håndværkerfradraget. Grundlaget for lovforslaget er en aftale mellem Venstre, Konservative, Dansk Folkeparti, SF og Alternativet, og i og med at Dansk Folkeparti er en del af den aftale, kan jeg allerede nu afsløre, at vi naturligvis kan støtte det her lovforslag. Det kan vi, fordi vi jo selvfølgelig synes, at boligjobordningen er en rigtig god ordning. Ordningen betyder jo, at familier kan trække udgifter til hjælp i hjemmet fra i skat. Et par i en husstand kan trække 30.000 kr. fra om året, og det har jo vist sig at være en rigtig populær ordning ude blandt danskerne. Jeg vil også nævne, at ordningen naturligvis haft en masse positive effekter. Bl.a. er den med til og mindske sort arbejde, ganske enkelt fordi incitamentet til at bede om at få udført arbejde uden moms – som man typisk kan se ske – er betragtelig mindre, når man nu kan få tilskud via boligjobordningen. Så det gør altså, at man ser mindre sort arbejde, og det er jo rigtig positivt. Så nævnes det også, og det er jo rigtigt nok, at den her ordning er med til at holde hånden under beskæftigelsen, og specielt i de små og mellemstore håndværksvirksomheder er der stadig væk brug for det. Det er jo rigtigt, at det går bedre i Danmark, men det går altså ikke supergodt i alle dele af Danmark. Og specielt i de små og mellemstore håndværksvirksomheder er der altså stadig væk brug for, at man holder hånden under beskæftigelsen. Der kan det her redskab være supergodt. Noget andet, jeg vil nævne, som er rigtig positivt, og som ofte glemmes i den her debat, er, at det er med til at skabe lærlingepladser for mange af de unge mennesker, som gerne vil ud og have en uddannelse inden for håndværkerbranchen. Og der er det her med til at skabe beskæftigelse, også for dem. Så i Dansk Folkeparti synes vi, at det her er et godt tiltag, og vi kan derfor støtte lovforslaget.",-0.13284523019578964,0.6298274002157497,Topic33,0.9615905164861306,,,,Right,,,1.0,0.0,,20142,135.7797499496037,23.02859427418713,61.841684511868294,blue,blue-20142.0
2015-07-03,20142-3-204,Jesper Petersen_S,Jesper Petersen,S,DF,1.0,"Jeg vil bare spørge: Når man nu har et råderum, og der er 1 mia. kr. at bruge, synes Dansk Folkeparti så ikke, det ville være bedre at bruge dem på de ældre eller på sygehusene end på den her ordning nu, hvor beskæftigelsen i byggeriet faktisk stiger? Var pengene ikke bedre brugt på de gamle og syge – f.eks. børn?",-0.5716061572107135,0.2542735042735037,Topic46,1.0252647116272058,L5_2014_15_01,1.0,0.0,Left,Right,S->DF,0.0,1.0,1.0,20142,125.73559044260497,21.165588353402867,60.54843329945835,red,red-20142.0
2015-07-03,20142-3-206,Dennis Flydtkjær_DF,Dennis Flydtkjær,DF,S,1.0,"Nu er det jo meget forsimplet at stille det op som et enten-eller, altså at man enten kan bruge det på boligjobordningen eller på de ældre. Jeg har sådan set en ambition om, at det nye flertal i Folketinget skal gøre begge dele, og det sagde vi også før valget. Det her er sådan set et af de første valgløfter, vi kan sætte et flueben ved. Vi sagde, at vi gerne ville gennemføre en boligjobordning, og det har vi gjort. Men jeg kan godt forstå, at det kan virke lidt mærkværdigt for en fra Socialdemokraterne, som efter valget i 2011 løb fra alt, hvad man havde lovet. Vi har bestemt en ambition om, at der både skal flere penge til de ældre, men også at boligjobordningen, som vi jo behandler her i dag, genindføres.",0.10844748491887904,0.9164141414141415,Topic33,1.0140729535565298,L5_2014_15_01,1.0,0.0,Right,Left,DF->S,1.0,0.0,0.0,20142,138.0724635476314,23.73730544067007,62.58644409561634,blue,blue-20142.0
2015-07-03,20142-3-208,Jesper Petersen_S,Jesper Petersen,S,,,"Jo, men den der milliard kroner kan jo faktisk kun bruges en gang. Man kan godt have et ønske om at tilgodese forskellige ting, men den milliard, vi taler om, håber jeg hr. Dennis Flydtkjær er enig i man faktisk kun kan bruge en gang. Socialdemokraterne har foreslået, at der skal bruges flere penge på at forbedre vores velfærdssamfund. Det har vi fået råd til, og man vælger så at gøre noget andet, og det kan hr. Dennis Flydtkjær jo ikke rigtig komme uden om. Man må ligesom stå til regnskab for, at det er den prioritering, man vælger at lave. Så jeg vil egentlig bare gerne have bekræftet, at den milliard, vi taler om, kan man kun bruge en gang, og her bruges den altså på en lettelse, som primært kommer boligejere til gavn. Hele 69 pct. af arbejdet ville være blevet udført alligevel – også hvidt – så man giver faktisk til noget, som alligevel ville være sket i høj grad.",0.08170875821623223,0.6549683830171636,Topic29,1.0520906388558091,,,,Left,,,0.0,0.0,,20142,132.9430715348044,22.99256578328541,61.865342709437,red,red-20142.0
2015-07-03,20142-3-210,Dennis Flydtkjær_DF,Dennis Flydtkjær,DF,,,"Man kan jo ikke komme uden om, at man naturligvis kun kan bruge pengene en gang. Alt andet ville være rimelig svært. Det kunne ellers være dejligt at kunne det en gang imellem i sin privatøkonomi. Men i det budget, staten har, er der trods alt også noget, der hedder, at pengene kan omprioriteres. Vi har lige behandlet et lovforslag, som jeg ikke selv var ordfører på, om, hvordan man sparer nogle udgifter på asylområdet. Det frigiver jo så nogle midler, som ikke nødvendigvis kan finansiere den her del, men det frigiver nogle midler, man så kan bruge på noget, som kunne være ældre. Det kan ikke stilles så simpelt op, at fordi man vil indføre en boligjobordning, er der ikke råd til sygehuse, ældre, politi eller til en skattelettelse et andet sted. Der er jo masser af penge i det statslige, som kan omprioriteres. Det er jo det, man løbende gør, og det gjorde man jo også under den tidligere regering. Det er altså lidt forsimplet at sige, at fordi man laver en boligjobordning, er der ikke råd til andre ting i en hel regeringsperiode.",0.20418006514895085,0.25326646090534966,Topic29,0.978093756322743,,,,Right,,,1.0,0.0,,20142,138.98209477443183,24.43969217876215,63.00832565279334,blue,blue-20142.0
2015-07-03,20142-3-212,Pelle Dragsted_EL,Pelle Dragsted,EL,,,"Det ligger i forlængelse af den forrige spørger. Der er masser af penge, siger ordføreren. Ja, sagen er jo, at der nu skal bruges 1 mia. kr. på den her boligjobordning. En af de ting, som pengene skal anvendes til, er, at danskere, der har sommerhuse nede på Rivieraen eller andre steder, skal kunne trække udgifterne til renovering og andet af de sommerhuse fra. Hvor mange job til danske håndværkere tror ordføreren at det skaber?",-0.05684262691445699,0.5354166666666665,Topic43,0.9786625136270516,,,,Left,,,0.0,0.0,,20142,152.58140156045235,35.3023402467014,65.66311346837716,red,red-20142.0
2015-07-03,20142-3-214,Dennis Flydtkjær_DF,Dennis Flydtkjær,DF,,,"Nu sagde jeg jo ikke, at der bare var uanede mængder af penge, som man gav indtryk af fra spørgerens side. Jeg sagde, at der er et kæmpe statsbudget, hvor der er penge, og hvor der er noget at prioritere om af. Der er altså en kæmpe forskel. Det er at lægge mig ord i munden at sige, at der bare er masser af penge at bruge løs af. Det er ikke det samme Men jeg er med på, at der er en udfordring i boligjobordningen, som vi også har gjort opmærksom på, da vi tidligere havde forhandlinger om det. Vi synes heller ikke, at målet med den er, at man skal have renoveret sommerhuse i udlandet. Det løftede vi ved de tidligere forhandlinger i den sidste periode, hvor det faktisk var Socialdemokraterne, der sad for bordenden, men på grund af EU-regler er det ikke noget, man bare sådan kan stoppe for. Det, der så ligger i det her forslag, er jo, at fordi det er med tilbagevirkende kraft fra den 1. januar og man har sagt til folk, at de skal gemme kvitteringerne, så kan vi jo ikke bare komme her halvvejs og sige, at nu er der faktisk nogle andre kriterier, der gælder. Så det er klart, at det er den gamle ordning, der fortsætter i et år frem, og at i den ordning, der skal gælde i 2016 og 2017, lægger vi nogle nye kriterier ind, og der vil vi helt sikkert fra Dansk Folkepartis side tage med ind, at det ikke skal være målrettet, at man kan få renoveret sine huse i udlandet.",0.009040168300775383,0.3625420875420871,Topic29,0.9470888871297658,,,,Right,,,1.0,0.0,,20142,137.1279157338051,24.02476580733315,62.97734046438138,blue,blue-20142.0
2015-07-03,20142-3-216,Pelle Dragsted_EL,Pelle Dragsted,EL,,,"Nu er det lidt nyt for mig, at Dansk Folkeparti på den måde bare efterkommer EU's krav, når der skal laves aftaler. Det synes jeg er kedeligt, men lad nu det ligge. Sagen er den, at der i dag er indgået en kommunalaftale, hvor den ældremilliard, som vi afsatte for nogle år siden, nu ikke længere skal være en ældremilliard; det glæder jeg mig også til at høre et svar på. Men det er jo rigtigt, hvad hr. Jesper Petersen siger: Den her milliard, I bruger til det, kunne have været anvendt på at ansætte nogle flere SOSU'er, sådan at de ældre mennesker kunne få den hjælp, som de har krav på. Det er jo en politisk prioritering, at det første, en ny regering vælger at gøre – ser det ud til – er at sløjfe ældremilliarden og i stedet for bruge 1 mia. kr. på en boligjobordning. Jeg kunne godt tænke mig at høre, hvad ordføreren mener om det.",0.761036805816021,0.4610339506172838,Topic29,1.0214314758480898,,,,Left,,,0.0,0.0,,20142,166.68049304155346,35.13495591421146,66.53856382686027,red,red-20142.0
2015-07-03,20142-3-218,Dennis Flydtkjær_DF,Dennis Flydtkjær,DF,EL,1.0,"Det er lidt spøjst at være vidne til det, når man også har været medlem af Folketinget i sidste periode, hvor man har oplevet en socialdemokratisk ledet regering med Enhedslisten som støtteparti, som har ført minusvækst i langt størstedelen af kommunerne i Danmark. Man står så i det første møde i Folketinget og skal høre på, at vi nu skal bruge samtlige penge, der er til rådighed, på ældreområdet, når de selv har nedprioriteret det igennem 4 år. Det er en lidt mærkværdig start på en ny folketingssamling.",-0.8598058460860898,0.4846491228070173,Topic7,1.1060896794960593,L5_2014_15_01,1.0,0.0,Right,Left,DF->EL,1.0,0.0,0.0,20142,128.87232015633288,18.568060867243148,63.26557836022397,blue,blue-20142.0
2015-07-03,20142-3-22,Zenia Stampe_RV,Zenia Stampe,RV,,,"Se det, der blev sagt til sidst, synes jeg var virkelig interessant, for er det ikke en konsekvens af det her lovforslag, at det her også kommer til at ramme danskere, der har boet i udlandet 1 ud af de sidste 8 år? Det betyder altså, at hvis man har rejst Jorden rundt i 8 måneder og kommer hjem og tager en uddannelse og i løbet af uddannelsen måske tager på praktikophold i et halvt år, så er det noget, der i sidste konsekvens betyder, at man ikke kan modtage kontanthjælp, selv om man er dansk statsborger. Er det ikke korrekt forstået?",-0.051406342209745944,0.09259259259259273,Topic19,0.9963988819999299,,,,Left,,,0.0,0.0,,20142,222.80251514379927,50.39605215307304,65.19285560443247,red,red-20142.0
2015-07-03,20142-3-220,Louise Schack Elholm_V,Louise Schack Elholm,V,,,"Tak. Det her lovforslag genindfører boligjobordningen i uændret form med tilbagevirkende kraft for hele 2015. I Venstre lovede vi før valget, at vi ville genindføre boligjobordningen, og nu, kort tid efter valget, bliver det så en realitet. Det viser med al tydelighed, at vi har fået en troværdig og handlekraftig regering. Lad os først og fremmest glæde os over det. Lad os dernæst glæde os over selve indholdet i lovforslaget, boligjobordningen har nemlig været en stor succes. Ordningen blev oprindelig indført i sommeren 2011 af VK-regeringen og udløb senest den 31. december 2014. Ordningen gav mulighed for, at personer over 18 år kunne fradrage lønudgifter til hjælp og istandsættelse af hjemmet eller til anden hjælp til hjemmet for op til 15.000 kr. årligt. Begrundelsen var dengang ganske simpel: Ordningen vil give ganske almindelige mennesker en tiltrængt håndsrækning, så deres travle og hektiske hverdag bliver lidt lettere. Samtidig vil ordningen få telefonerne til at ringe hos tømrere, vvs'ere, mæglere, rengøringsvirksomheder, vinduespudsere, anlægsgartnere osv. I dag er der ikke mindre behov for at hjælpe de danske familier, og der er ikke mindre behov for at skabe vækst og beskæftigelse i håndværks- og servicevirksomheder i  Derfor skal boligjobordningen genindføres med tilbagevirkende kraft. Jeg har i den seneste tid mødt flere håndværksmestre, som har haft det svært, fordi ordrerne i ordrebøgerne ikke har slået til, efter at boligjobordningen stoppede. Vi ved også, at ordningen har haft en gavnlig effekt på omfanget af sort arbejde. Ligesom i de foregående år skal det være muligt at fradrage 15.000 kr. årligt pr. person. Fradraget vil være udformet som et ligningsmæssigt fradrag, hvilket betyder, at skatteværdien af fradraget i 2015 vil være på op til ca. 4.440 kr. Alt i alt er lovforslaget altså ganske simpelt. Det genindfører boligjobordningen i uændret form med tilbagevirkende kraft – ganske som Venstre har lovet det. Lovforslaget er i øvrigt en udmøntning af aftale om boligjobordningen for 2015-2017, der blev indgået mellem regeringen, Dansk Folkeparti, Alternativet, SF og Det Konservative Folkeparti. Dette lovforslag vedrører dog kun 2015; planen er nemlig, at ordningen fra 2016 og 2017 skal omlægges, så den understøtter grøn omstilling og øget bæredygtighed. Venstre støtter derfor selvfølgelig dette lovforslag og ser desuden frem til at videreudvikle boligjobordningen i de kommende år.",0.12811147480588397,0.6635993265993267,Topic28,0.9001414849144275,,,,Right,,,0.0,0.0,,20142,228.3399675927803,49.09027432335539,63.269770819116026,blue,blue-20142.0
2015-07-03,20142-3-222,Pelle Dragsted_EL,Pelle Dragsted,EL,,,"Tak. Nu er det jo ordningen for 2015, som vi drøfter i dag. Men jeg kan forstå, at grunden til, at der er flertal for den her aftale, er, at man har lavet en aftale om, at ordningen skal fortsætte i de kommende år. Men kan ordføreren bekræfte, at det jo er noget, der skal finansieres på en kommende finanslov, og kan ordføreren løfte sløret for, hvilke nye indtægter man forventer skal dække udgiften i de kommende år?",0.5644833182033234,0.4050925925925927,Topic29,0.7644926715711318,,,,Left,,,0.0,0.0,,20142,163.29218726947994,35.962169578564286,65.53392361521965,red,red-20142.0
2015-07-03,20142-3-224,Louise Schack Elholm_V,Louise Schack Elholm,V,,,"Jamen ordføreren har fuldstændig ret i, at det selvfølgelig skal dækkes via finansloven. Men jeg glæder mig til at se, hvordan det her kommer til at virke i år, og jeg glæder mig til at se, at der er håndværksmestre, der kommer til at få glæde af det i det her år.",-0.9941682528612276,1.241468253968253,Topic21,1.1675316702020124,,,,Right,,,0.0,0.0,,20142,203.50857358950157,29.479808283497295,62.103148257290876,blue,blue-20142.0
2015-07-03,20142-3-226,Pelle Dragsted_EL,Pelle Dragsted,EL,ALT,0.0,"Jeg synes ikke, jeg fik noget svar, altså, spørgsmålet er meget interessant. Jeg synes, det er meget interessant for os at vide for at kunne diskutere den her aftale, hvordan man forventer at finansiere den såkaldt lidt grønnere udgave af den her aftale, som skal køre de næste par år. Er det på finansloven, vil det jo så være de partier, som skal være med til at forhandle finansloven, der skal finde den finansiering. Forventer man, at det er de partier, der står bag aftalen, altså SF og Alternativet, eller forventer man, at det er andre partier? Altså, hvor skal pengene komme fra? Kan vi ikke få det at vide, for det er jo lidt interessant at få en forståelse for, hvad det er, SF og Alternativet har skibet sig ind i med den her aftale. Hvordan skal finansieringen findes?",1.53166988937251,0.5297619047619044,Topic33,0.8766170543461281,,,,Left,Left,EL->ALT,0.0,0.0,0.0,20142,179.9651238913018,40.477559615645724,65.73708219380178,red,red-20142.0
2015-07-03,20142-3-228,Louise Schack Elholm_V,Louise Schack Elholm,V,,,"Normalt nøjes vi med at behandle det lovforslag, vi faktisk har på dagsordenen, men jeg kan da sige, at det vil foregå på ganske normal vis.",-0.7842551048254096,0.45370370370370366,Topic18,0.9805153460534205,,,,Right,,,0.0,0.0,,20142,208.1530806200091,31.420233124604,63.410761998588306,blue,blue-20142.0
2015-07-03,20142-3-230,Martin Lidegaard_RV,Martin Lidegaard,RV,,,"Som det vil fremgå af min ordførertale senere, er det her lovforslag absolut ikke vores kop te. Men jeg vil nu også gerne lige hæfte mig ved finansieringen, og det er simpelt hen bare af rent forståelsesmæssige årsager, fordi den kan være svær at se af aftalen. Forventer ordføreren, at der bliver forhandlet en separat finansiering for det her, eller indgår det bare i den almindelige finanspolitiske forhandling?",-0.10664194889400042,0.006076388888888466,Topic33,0.8554789016949254,,,,Left,,,0.0,0.0,,20142,121.86918904931323,26.787365948706203,65.69543524057384,red,red-20142.0
2015-07-03,20142-3-232,Louise Schack Elholm_V,Louise Schack Elholm,V,,,"Det er jo ikke ualmindeligt, at vi laver aftaler, som skal finansieres over finansloven, så det kommer til at foregå, som det plejer at gøre.",-1.985008392228327,0.2738095238095243,Topic29,0.8036691788051824,,,,Right,,,0.0,0.0,,20142,181.5853923287722,35.56715308571796,62.61678555932375,blue,blue-20142.0
2015-07-03,20142-3-234,Martin Lidegaard_RV,Martin Lidegaard,RV,,,"Det vil sige, at finansieringen af det her forslag kommer til at blive fundet i de finanspolitiske forhandlinger for 2016?",-0.6627990946820707,0.4583333333333335,Topic33,0.8780003206915181,,,,Left,,,0.0,0.0,,20142,113.79921993239101,31.076733678333262,65.75883127187754,red,red-20142.0
2015-07-03,20142-3-236,Louise Schack Elholm_V,Louise Schack Elholm,V,,,"Der er jo ikke planlagt nogen anderledes procedurer, end der plejer at være, når man laver sådan nogle aftaler her.",,0.283333333333334,Topic18,0.9894899007378224,,,,Right,,,0.0,0.0,,20142,,,,blue,blue-20142.0
2015-07-03,20142-3-238,Finn Sørensen_EL,Finn Sørensen,EL,,,"Tak, og tak til ordføreren for fremlæggelsen. Jeg skal bare høre, om jeg har forstået aftalen rigtigt. Er det sådan, at den i lighed med tidligere indebærer, at man kan få tilskud til forbedringer af sit sommerhus i udlandet? Og kan ordføreren bekræfte, at det er ca. 2.100 herboende, som får tilskuddet til forbedring i deres sommerhus i Sydfrankrig, eller hvor man nu har sådan et?",-0.37212906344699337,1.172067901234568,Topic39,0.9940082752179459,,,,Left,,,0.0,0.0,,20142,164.80663174807978,34.46917193714251,64.83649442738712,red,red-20142.0
2015-07-03,20142-3-24,Martin Henriksen_DF,Martin Henriksen,DF,,,"Det er korrekt forstået. Der er forskelsbehandling i det her forslag, og det er på grund af den måde, som genoptjeningsprincippet er strikket sammen på. Så det er der, men der er ikke hundrede procent forskel. Det er ikke sådan, at man har gjort det op udelukkende på statsborgerskabet; det har man ikke. Derfor vil der også være nogle, der har været ude at rejse i den store verden, og som kommer tilbage, som vil blive ramt af det. Men hvis det vil følge det samme mønster som sidst, da vi havde starthjælpen – nu er det her så en integrationsydelse, men de minder meget om hinanden – så vil det jo samlet set være et mindretal i forhold til dem, der bliver ramt.",0.16173869513379108,0.2804232804232809,Topic33,1.0971225749379592,,,,Right,,,1.0,0.0,,20142,134.89209533088103,23.248587325938765,63.51174025005023,blue,blue-20142.0
