country;year;date;party_abbr;party_name;parlgov_id;pr_ingov_mean;pr_ingov_lower;pr_ingov_upper;excluding;excluding_parlgov_id
denmark;1950;16.09.1950;V;Liberal Party;1605;0,181161;0,12755;0,238413;DKP;1239
denmark;1950;16.09.1950;V;Liberal Party;1605;0,130224;0,089887;0,178284;KF;590
denmark;1950;16.09.1950;V;Liberal Party;1605;0,11994;0,085929;0,159652;RF;1606
denmark;1950;16.09.1950;V;Liberal Party;1605;0,09511;0,065347;0,129147;RV;211
denmark;1950;16.09.1950;V;Liberal Party;1605;0,049003;0,031605;0,071337;Sd;1629
denmark;1950;16.09.1950;V;Liberal Party;1605;0,184759;0,130478;0,242552;;
denmark;1950;30.10.1950;DKP;Communist Party of Denmark;1239;0,005801;0,003556;0,009021;KF;590
denmark;1950;30.10.1950;DKP;Communist Party of Denmark;1239;0,00518;0,003198;0,00789;RF;1606
denmark;1950;30.10.1950;DKP;Communist Party of Denmark;1239;0,003509;0,002146;0,005403;RV;211
denmark;1950;30.10.1950;DKP;Communist Party of Denmark;1239;0,001708;0,000997;0,002835;Sd;1629
denmark;1950;30.10.1950;DKP;Communist Party of Denmark;1239;0,00434;0,002622;0,006945;V;1605
denmark;1950;30.10.1950;DKP;Communist Party of Denmark;1239;0,007938;0,004944;0,012155;;
denmark;1950;30.10.1950;KF;Conservatives;590;0,102215;0,072371;0,136727;DKP;1239
denmark;1950;30.10.1950;KF;Conservatives;590;0,063288;0,044652;0,085296;RF;1606
denmark;1950;30.10.1950;KF;Conservatives;590;0,049532;0,034471;0,068723;RV;211
denmark;1950;30.10.1950;KF;Conservatives;590;0,035971;0,022894;0,052773;Sd;1629
denmark;1950;30.10.1950;KF;Conservatives;590;0,049817;0,034367;0,069307;V;1605
denmark;1950;30.10.1950;KF;Conservatives;590;0,104352;0,0738;0,139522;;
denmark;1950;30.10.1950;RF;Justice Party;1606;0,120017;0,084573;0,15766;DKP;1239
denmark;1950;30.10.1950;RF;Justice Party;1606;0,08171;0,056525;0,111036;KF;590
denmark;1950;30.10.1950;RF;Justice Party;1606;0,037808;0,02651;0,051211;RV;211
denmark;1950;30.10.1950;RF;Justice Party;1606;0,038492;0,024596;0,055094;Sd;1629
denmark;1950;30.10.1950;RF;Justice Party;1606;0,057955;0,039778;0,080177;V;1605
denmark;1950;30.10.1950;RF;Justice Party;1606;0,122775;0,086351;0,1614;;
denmark;1950;30.10.1950;RV;Danish Social Liberal Party;211;0,156346;0,109282;0,21312;DKP;1239
denmark;1950;30.10.1950;RV;Danish Social Liberal Party;211;0,105956;0,072856;0,145131;KF;590
denmark;1950;30.10.1950;RV;Danish Social Liberal Party;211;0,075808;0,052482;0,104264;RF;1606
denmark;1950;30.10.1950;RV;Danish Social Liberal Party;211;0,049168;0,030786;0,072012;Sd;1629
denmark;1950;30.10.1950;RV;Danish Social Liberal Party;211;0,071126;0,04828;0,099023;V;1605
denmark;1950;30.10.1950;RV;Danish Social Liberal Party;211;0,160775;0,112488;0,218757;;
denmark;1950;30.10.1950;Sd;Social Democrats;1629;0,924787;0,893964;0,949763;DKP;1239
denmark;1950;30.10.1950;Sd;Social Democrats;1629;0,862637;0,818908;0,901629;KF;590
denmark;1950;30.10.1950;Sd;Social Democrats;1629;0,846735;0,798623;0,891656;RF;1606
denmark;1950;30.10.1950;Sd;Social Democrats;1629;0,81941;0,759146;0,872528;RV;211
denmark;1950;30.10.1950;Sd;Social Democrats;1629;0,795261;0,734162;0,854036;V;1605
denmark;1950;30.10.1950;Sd;Social Democrats;1629;0,931018;0,900787;0,954705;;
denmark;1950;30.10.1950;V;Liberal Party;1605;0,181161;0,12755;0,238413;DKP;1239
denmark;1950;30.10.1950;V;Liberal Party;1605;0,130224;0,089887;0,178284;KF;590
denmark;1950;30.10.1950;V;Liberal Party;1605;0,11994;0,085929;0,159652;RF;1606
denmark;1950;30.10.1950;V;Liberal Party;1605;0,09511;0,065347;0,129147;RV;211
denmark;1950;30.10.1950;V;Liberal Party;1605;0,049003;0,031605;0,071337;Sd;1629
denmark;1950;30.10.1950;V;Liberal Party;1605;0,184759;0,130478;0,242552;;
denmark;1953;21.04.1953;DKP;Communist Party of Denmark;1239;0,014668;0,009333;0,021843;KF;590
denmark;1953;21.04.1953;DKP;Communist Party of Denmark;1239;0,013153;0,008697;0,019339;RF;1606
denmark;1953;21.04.1953;DKP;Communist Party of Denmark;1239;0,008533;0,005526;0,012566;RV;211
denmark;1953;21.04.1953;DKP;Communist Party of Denmark;1239;0,004017;0,002573;0,006297;Sd;1629
denmark;1953;21.04.1953;DKP;Communist Party of Denmark;1239;0,010952;0,006619;0,016614;V;1605
denmark;1953;21.04.1953;DKP;Communist Party of Denmark;1239;0,019777;0,012911;0,029016;;
denmark;1953;21.04.1953;KF;Conservatives;590;0,399;0,311449;0,492672;DKP;1239
denmark;1953;21.04.1953;KF;Conservatives;590;0,299113;0,221633;0,386006;RF;1606
denmark;1953;21.04.1953;KF;Conservatives;590;0,263544;0,189498;0,348929;RV;211
denmark;1953;21.04.1953;KF;Conservatives;590;0,229777;0,154104;0,316511;Sd;1629
denmark;1953;21.04.1953;KF;Conservatives;590;0,127162;0,095403;0,163302;V;1605
denmark;1953;21.04.1953;KF;Conservatives;590;0,404109;0,315933;0,500787;;
denmark;1953;21.04.1953;RF;Justice Party;1606;0,304978;0,258958;0,352625;DKP;1239
denmark;1953;21.04.1953;RF;Justice Party;1606;0,206606;0,163335;0,252346;KF;590
denmark;1953;21.04.1953;RF;Justice Party;1606;0,095919;0,080147;0,114871;RV;211
denmark;1953;21.04.1953;RF;Justice Party;1606;0,098642;0,077577;0,1245;Sd;1629
denmark;1953;21.04.1953;RF;Justice Party;1606;0,14621;0,109629;0,187613;V;1605
denmark;1953;21.04.1953;RF;Justice Party;1606;0,311602;0,265204;0,359661;;
denmark;1953;21.04.1953;RV;Danish Social Liberal Party;211;0,397299;0,326039;0,467339;DKP;1239
denmark;1953;21.04.1953;RV;Danish Social Liberal Party;211;0,267978;0,206949;0,332645;KF;590
denmark;1953;21.04.1953;RV;Danish Social Liberal Party;211;0,192859;0,157508;0,227612;RF;1606
denmark;1953;21.04.1953;RV;Danish Social Liberal Party;211;0,126523;0,096352;0,16239;Sd;1629
denmark;1953;21.04.1953;RV;Danish Social Liberal Party;211;0,179449;0,130439;0,233078;V;1605
denmark;1953;21.04.1953;RV;Danish Social Liberal Party;211;0,408542;0,334428;0,480172;;
denmark;1953;21.04.1953;Sd;Social Democrats;1629;0,6696;0,578964;0,753371;DKP;1239
denmark;1953;21.04.1953;Sd;Social Democrats;1629;0,511028;0,421902;0,602649;KF;590
denmark;1953;21.04.1953;Sd;Social Democrats;1629;0,472401;0,411559;0,528102;RF;1606
denmark;1953;21.04.1953;Sd;Social Democrats;1629;0,403341;0,336148;0,472046;RV;211
denmark;1953;21.04.1953;Sd;Social Democrats;1629;0,340378;0,265024;0,420154;V;1605
denmark;1953;21.04.1953;Sd;Social Democrats;1629;0,68536;0,590739;0,771461;;
denmark;1953;21.04.1953;V;Liberal Party;1605;0,599473;0,514216;0,679814;DKP;1239
denmark;1953;21.04.1953;V;Liberal Party;1605;0,33135;0,273955;0,395324;KF;590
denmark;1953;21.04.1953;V;Liberal Party;1605;0,442905;0,368391;0,515616;RF;1606
denmark;1953;21.04.1953;V;Liberal Party;1605;0,379204;0,298257;0,462712;RV;211
denmark;1953;21.04.1953;V;Liberal Party;1605;0,263315;0,182492;0,354322;Sd;1629
denmark;1953;21.04.1953;V;Liberal Party;1605;0,608297;0,524123;0,68755;;
denmark;1953;30.09.1953;DKP;Communist Party of Denmark;1239;0,01311;0,008416;0,019325;KF;590
denmark;1953;30.09.1953;DKP;Communist Party of Denmark;1239;0,013175;0,008703;0,019395;RF;1606
denmark;1953;30.09.1953;DKP;Communist Party of Denmark;1239;0,006965;0,00453;0,010148;RV;211
denmark;1953;30.09.1953;DKP;Communist Party of Denmark;1239;0,004023;0,002575;0,006308;Sd;1629
denmark;1953;30.09.1953;DKP;Communist Party of Denmark;1239;0,009389;0,005765;0,014274;V;1605
denmark;1953;30.09.1953;DKP;Communist Party of Denmark;1239;0,018228;0,012123;0,026611;;
denmark;1953;30.09.1953;KF;Conservatives;590;0,399621;0,311925;0,493296;DKP;1239
denmark;1953;30.09.1953;KF;Conservatives;590;0,299578;0,222057;0,386346;RF;1606
denmark;1953;30.09.1953;KF;Conservatives;590;0,263954;0,189939;0,349269;RV;211
denmark;1953;30.09.1953;KF;Conservatives;590;0,230131;0,154353;0,31679;Sd;1629
denmark;1953;30.09.1953;KF;Conservatives;590;0,127365;0,095497;0,163639;V;1605
denmark;1953;30.09.1953;KF;Conservatives;590;0,404739;0,316448;0,50143;;
denmark;1953;30.09.1953;RF;Justice Party;1606;0,305464;0,259293;0,353096;DKP;1239
denmark;1953;30.09.1953;RF;Justice Party;1606;0,205356;0,162008;0,250335;KF;590
denmark;1953;30.09.1953;RF;Justice Party;1606;0,094489;0,078541;0,113465;RV;211
denmark;1953;30.09.1953;RF;Justice Party;1606;0,098797;0,077761;0,124673;Sd;1629
denmark;1953;30.09.1953;RF;Justice Party;1606;0,144864;0,108795;0,185707;V;1605
denmark;1953;30.09.1953;RF;Justice Party;1606;0,310517;0,264489;0,358284;;
denmark;1953;30.09.1953;RV;Danish Social Liberal Party;211;0,397928;0,326597;0,468112;DKP;1239
denmark;1953;30.09.1953;RV;Danish Social Liberal Party;211;0,268405;0,207356;0,333055;KF;590
denmark;1953;30.09.1953;RV;Danish Social Liberal Party;211;0,193162;0,157739;0,227916;RF;1606
denmark;1953;30.09.1953;RV;Danish Social Liberal Party;211;0,126721;0,096582;0,162569;Sd;1629
denmark;1953;30.09.1953;RV;Danish Social Liberal Party;211;0,179738;0,130647;0,233592;V;1605
denmark;1953;30.09.1953;RV;Danish Social Liberal Party;211;0,40919;0,334858;0,480967;;
denmark;1953;30.09.1953;Sd;Social Democrats;1629;0,670669;0,579453;0,754649;DKP;1239
denmark;1953;30.09.1953;Sd;Social Democrats;1629;0,510266;0,420951;0,601902;KF;590
denmark;1953;30.09.1953;Sd;Social Democrats;1629;0,473154;0,41218;0,529105;RF;1606
denmark;1953;30.09.1953;Sd;Social Democrats;1629;0,402404;0,335516;0,471328;RV;211
denmark;1953;30.09.1953;Sd;Social Democrats;1629;0,339344;0,264249;0,418839;V;1605
denmark;1953;30.09.1953;Sd;Social Democrats;1629;0,684873;0,590181;0,770995;;
denmark;1953;30.09.1953;V;Liberal Party;1605;0,600411;0,515308;0,68045;DKP;1239
denmark;1953;30.09.1953;V;Liberal Party;1605;0,331876;0,274537;0,396034;KF;590
denmark;1953;30.09.1953;V;Liberal Party;1605;0,443598;0,368879;0,516305;RF;1606
denmark;1953;30.09.1953;V;Liberal Party;1605;0,379798;0,298734;0,463879;RV;211
denmark;1953;30.09.1953;V;Liberal Party;1605;0,263721;0,182865;0,354644;Sd;1629
denmark;1953;30.09.1953;V;Liberal Party;1605;0,60925;0,525031;0,688488;;
denmark;1955;01.02.1955;DKP;Communist Party of Denmark;1239;0,005208;0,003218;0,008036;KF;590
denmark;1955;01.02.1955;DKP;Communist Party of Denmark;1239;0,005219;0,003276;0,007904;RF;1606
denmark;1955;01.02.1955;DKP;Communist Party of Denmark;1239;0,002757;0,001682;0,004238;RV;211
denmark;1955;01.02.1955;DKP;Communist Party of Denmark;1239;0,001576;0,000942;0,002595;Sd;1629
denmark;1955;01.02.1955;DKP;Communist Party of Denmark;1239;0,003734;0,002275;0,005885;V;1605
denmark;1955;01.02.1955;DKP;Communist Party of Denmark;1239;0,007218;0,004542;0,010987;;
denmark;1955;01.02.1955;KF;Conservatives;590;0,103228;0,074504;0,136863;DKP;1239
denmark;1955;01.02.1955;KF;Conservatives;590;0,063931;0,0452;0,085945;RF;1606
denmark;1955;01.02.1955;KF;Conservatives;590;0,049902;0,035338;0,068996;RV;211
denmark;1955;01.02.1955;KF;Conservatives;590;0,036223;0,024097;0,05162;Sd;1629
denmark;1955;01.02.1955;KF;Conservatives;590;0,050259;0,034991;0,069439;V;1605
denmark;1955;01.02.1955;KF;Conservatives;590;0,105239;0,075866;0,139343;;
denmark;1955;01.02.1955;RF;Justice Party;1606;0,120896;0,087278;0,157477;DKP;1239
denmark;1955;01.02.1955;RF;Justice Party;1606;0,081587;0,058335;0,108593;KF;590
denmark;1955;01.02.1955;RF;Justice Party;1606;0,037346;0,026616;0,049735;RV;211
denmark;1955;01.02.1955;RF;Justice Party;1606;0,038704;0,026767;0,054433;Sd;1629
denmark;1955;01.02.1955;RF;Justice Party;1606;0,057637;0,040073;0,078466;V;1605
denmark;1955;01.02.1955;RF;Justice Party;1606;0,122895;0,088826;0,159844;;
denmark;1955;01.02.1955;RV;Danish Social Liberal Party;211;0,157501;0,112888;0,208709;DKP;1239
denmark;1955;01.02.1955;RV;Danish Social Liberal Party;211;0,106626;0,075036;0,146017;KF;590
denmark;1955;01.02.1955;RV;Danish Social Liberal Party;211;0,076413;0,053865;0,103667;RF;1606
denmark;1955;01.02.1955;RV;Danish Social Liberal Party;211;0,049628;0,033677;0,071668;Sd;1629
denmark;1955;01.02.1955;RV;Danish Social Liberal Party;211;0,071514;0,049736;0,098909;V;1605
denmark;1955;01.02.1955;RV;Danish Social Liberal Party;211;0,161962;0,116131;0,214374;;
denmark;1955;01.02.1955;Sd;Social Democrats;1629;0,924826;0,896693;0,94714;DKP;1239
denmark;1955;01.02.1955;Sd;Social Democrats;1629;0,861453;0,820981;0,897943;KF;590
denmark;1955;01.02.1955;Sd;Social Democrats;1629;0,846278;0,801418;0,888732;RF;1606
denmark;1955;01.02.1955;Sd;Social Democrats;1629;0,818135;0,761896;0,868704;RV;211
denmark;1955;01.02.1955;Sd;Social Democrats;1629;0,793513;0,731659;0,849529;V;1605
denmark;1955;01.02.1955;Sd;Social Democrats;1629;0,930469;0,902449;0,951599;;
denmark;1955;01.02.1955;V;Liberal Party;1605;0,182864;0,131813;0,240196;DKP;1239
denmark;1955;01.02.1955;V;Liberal Party;1605;0,131368;0,092241;0,177834;KF;590
denmark;1955;01.02.1955;V;Liberal Party;1605;0,12109;0,087352;0,159692;RF;1606
denmark;1955;01.02.1955;V;Liberal Party;1605;0,095899;0,068023;0,13002;RV;211
denmark;1955;01.02.1955;V;Liberal Party;1605;0,049392;0,033679;0,070521;Sd;1629
denmark;1955;01.02.1955;V;Liberal Party;1605;0,186347;0,134381;0,245174;;
denmark;1957;28.05.1957;DKP;Communist Party of Denmark;1239;0,005207;0,003218;0,008035;KF;590
denmark;1957;28.05.1957;DKP;Communist Party of Denmark;1239;0,005218;0,003276;0,007902;RF;1606
denmark;1957;28.05.1957;DKP;Communist Party of Denmark;1239;0,002906;0,001764;0,004476;RV;211
denmark;1957;28.05.1957;DKP;Communist Party of Denmark;1239;0,001725;0,001039;0,002821;Sd;1629
denmark;1957;28.05.1957;DKP;Communist Party of Denmark;1239;0,003734;0,002275;0,005883;V;1605
denmark;1957;28.05.1957;DKP;Communist Party of Denmark;1239;0,007366;0,004655;0,011195;;
denmark;1957;28.05.1957;KF;Conservatives;590;0,103212;0,074493;0,136836;DKP;1239
denmark;1957;28.05.1957;KF;Conservatives;590;0,063921;0,045196;0,085929;RF;1606
denmark;1957;28.05.1957;KF;Conservatives;590;0,050044;0,035427;0,069174;RV;211
denmark;1957;28.05.1957;KF;Conservatives;590;0,036367;0,024216;0,051818;Sd;1629
denmark;1957;28.05.1957;KF;Conservatives;590;0,050251;0,034985;0,069431;V;1605
denmark;1957;28.05.1957;KF;Conservatives;590;0,105372;0,075935;0,139472;;
denmark;1957;28.05.1957;RF;Justice Party;1606;0,120878;0,087267;0,157456;DKP;1239
denmark;1957;28.05.1957;RF;Justice Party;1606;0,081575;0,05833;0,108582;KF;590
denmark;1957;28.05.1957;RF;Justice Party;1606;0,037489;0,026695;0,049864;RV;211
denmark;1957;28.05.1957;RF;Justice Party;1606;0,010659;0,007184;0,015053;"RV; Sd";"211; 1629"
denmark;1957;28.05.1957;RF;Justice Party;1606;0,038847;0,026854;0,054676;Sd;1629
denmark;1957;28.05.1957;RF;Justice Party;1606;0,057629;0,040069;0,078455;V;1605
denmark;1957;28.05.1957;RF;Justice Party;1606;0,123025;0,088899;0,159955;;
denmark;1957;28.05.1957;RV;Danish Social Liberal Party;211;0,157477;0,112877;0,208683;DKP;1239
denmark;1957;28.05.1957;RV;Danish Social Liberal Party;211;0,10661;0,07503;0,145998;KF;590
denmark;1957;28.05.1957;RV;Danish Social Liberal Party;211;0,076401;0,05386;0,10366;RF;1606
denmark;1957;28.05.1957;RV;Danish Social Liberal Party;211;0,021433;0,013762;0,031407;"RF; Sd";"1606; 1629"
denmark;1957;28.05.1957;RV;Danish Social Liberal Party;211;0,049621;0,033673;0,071655;Sd;1629
denmark;1957;28.05.1957;RV;Danish Social Liberal Party;211;0,071503;0,049732;0,098886;V;1605
denmark;1957;28.05.1957;RV;Danish Social Liberal Party;211;0,161938;0,116123;0,214347;;
denmark;1957;28.05.1957;Sd;Social Democrats;1629;0,924689;0,896523;0,947073;DKP;1239
denmark;1957;28.05.1957;Sd;Social Democrats;1629;0,861325;0,820847;0,897859;KF;590
denmark;1957;28.05.1957;Sd;Social Democrats;1629;0,846152;0,801253;0,888643;RF;1606
denmark;1957;28.05.1957;Sd;Social Democrats;1629;0,818013;0,761722;0,868622;RV;211
denmark;1957;28.05.1957;Sd;Social Democrats;1629;0,791183;0,72781;0,848129;"RV; RF";"211; 1606"
denmark;1957;28.05.1957;Sd;Social Democrats;1629;0,793395;0,731551;0,84945;V;1605
denmark;1957;28.05.1957;Sd;Social Democrats;1629;0,93033;0,902323;0,951492;;
denmark;1957;28.05.1957;V;Liberal Party;1605;0,182836;0,131795;0,240153;DKP;1239
denmark;1957;28.05.1957;V;Liberal Party;1605;0,131348;0,092228;0,177804;KF;590
denmark;1957;28.05.1957;V;Liberal Party;1605;0,121072;0,087342;0,159677;RF;1606
denmark;1957;28.05.1957;V;Liberal Party;1605;0,096034;0,068098;0,130172;RV;211
denmark;1957;28.05.1957;V;Liberal Party;1605;0,049533;0,033796;0,070632;Sd;1629
denmark;1957;28.05.1957;V;Liberal Party;1605;0,186468;0,134501;0,245302;;
denmark;1960;21.02.1960;DKP;Communist Party of Denmark;1239;0,0066;0,004353;0,00996;KF;590
denmark;1960;21.02.1960;DKP;Communist Party of Denmark;1239;0,006615;0,004299;0,009907;RF;1606
denmark;1960;21.02.1960;DKP;Communist Party of Denmark;1239;0,003705;0,002161;0,00572;RV;211
denmark;1960;21.02.1960;DKP;Communist Party of Denmark;1239;0,002202;0,001295;0,00353;Sd;1629
denmark;1960;21.02.1960;DKP;Communist Party of Denmark;1239;0,004729;0,003027;0,007186;V;1605
denmark;1960;21.02.1960;DKP;Communist Party of Denmark;1239;0,009354;0,00616;0,013964;;
denmark;1960;21.02.1960;KF;Conservatives;590;0,131879;0,092447;0,18012;DKP;1239
denmark;1960;21.02.1960;KF;Conservatives;590;0,081564;0,055617;0,1131;RF;1606
denmark;1960;21.02.1960;KF;Conservatives;590;0,063928;0,041827;0,093676;RV;211
denmark;1960;21.02.1960;KF;Conservatives;590;0,046634;0,030905;0,067206;Sd;1629
denmark;1960;21.02.1960;KF;Conservatives;590;0,064044;0,044222;0,089853;V;1605
denmark;1960;21.02.1960;KF;Conservatives;590;0,134633;0,095101;0,183795;;
denmark;1960;21.02.1960;RF;Justice Party;1606;0,717386;0,633373;0,792857;DKP;1239
denmark;1960;21.02.1960;RF;Justice Party;1606;0,667055;0,572182;0,755341;KF;590
denmark;1960;21.02.1960;RF;Justice Party;1606;0,048204;0,032277;0,067275;RV;211
denmark;1960;21.02.1960;RF;Justice Party;1606;0,049887;0,035089;0,068518;Sd;1629
denmark;1960;21.02.1960;RF;Justice Party;1606;0,013785;0,008551;0,020271;"Sd; RV";"1629; 211"
denmark;1960;21.02.1960;RF;Justice Party;1606;0,636428;0,534218;0,73246;V;1605
denmark;1960;21.02.1960;RF;Justice Party;1606;0,720125;0,6365;0,795387;;
denmark;1960;21.02.1960;RV;Danish Social Liberal Party;211;0,763852;0,684575;0,835422;DKP;1239
denmark;1960;21.02.1960;RV;Danish Social Liberal Party;211;0,698796;0,605532;0,78258;KF;590
denmark;1960;21.02.1960;RV;Danish Social Liberal Party;211;0,09758;0,070642;0,128358;RF;1606
denmark;1960;21.02.1960;RV;Danish Social Liberal Party;211;0,063643;0,043989;0,088849;Sd;1629
denmark;1960;21.02.1960;RV;Danish Social Liberal Party;211;0,027541;0,017166;0,040269;"Sd; RF";"1629; 1606"
denmark;1960;21.02.1960;RV;Danish Social Liberal Party;211;0,654042;0,553005;0,748005;V;1605
denmark;1960;21.02.1960;RV;Danish Social Liberal Party;211;0,769501;0,690443;0,840486;;
denmark;1960;21.02.1960;Sd;Social Democrats;1629;0,903376;0,867943;0,932221;DKP;1239
denmark;1960;21.02.1960;Sd;Social Democrats;1629;0,82253;0,760407;0,87045;KF;590
denmark;1960;21.02.1960;Sd;Social Democrats;1629;0,240291;0,174673;0,315909;RF;1606
denmark;1960;21.02.1960;Sd;Social Democrats;1629;0,20467;0,142512;0,276215;RV;211
denmark;1960;21.02.1960;Sd;Social Democrats;1629;0,170251;0,118688;0,22861;"RV; RF";"211; 1606"
